"going nonstop
말도 안 되잖아 그치 yayayaya
우린 서로가 모르는 게 없는 사인 걸
이토록 빤히 nanananana
like nanananana
우리 사이 비밀 따위 있을 리 없는 걸
다 봤지 우린
hi hi weak body
like them burning and burn but 쉿
요즘 오늘 또 내일 매일 다른 아는 옷
이렇게 달라 보인다고 hoo
흑역사까지 전부 알고 있는 널
yeah 절대 그럴 리는 없어 난
never ever 그래야만 해
무인도에 어느 날 떨어진 거야
둘만 남게 됐다면 넌 어떨 것 같아
생각만 해도 무섭다 얼굴을 찌푸렸지만
너에겐 얘기 못 해 절대로
살짝 설렜어 난 oh nanananana
살짝 설렜어 난 oh nanananana
그럴 일 없지만 살짝 설렜어 난
nonstop nonstop
nonstop nonstop nonstop
그럴 일 없지만 살짝 설렜어 난
요즘 나 너무 외로워 좀 이상해진 것 같아
너를 보면서 심장이 뛴 건
back it up pack it up 비켜 서 있어
두근거렸던 게 문제야
아냐 그게 대체 왜 죄야
선을 넘은 거야 fz 레이더
오르락내리락 여긴 friend zone
무인도에 어느 날 떨어진 거야
둘만 남게 됐다면 넌 어떨 것 같아
생각만 해도 무섭다 얼굴을 찌푸렸지만
너에겐 얘기 못 해 절대로
살짝 설렜어 난 oh nanananana
살짝 설렜어 난 oh nanananana
그럴 일 없지만 살짝 설렜어 난
I have to go to the bed by night
졸음이 오는 걸까 time
필요하지 않지 아마
머릿속은 이미 지름길이잖아
네가 원한다면 내가 뒤로 두 칸
Did you wanna twin spot nop 한 칸
유감인 척 하지 마 설레는 거 맞잖아
꽤나 혼란스러워 이러는 나도
누구보다 더 이럴 땐 너를 찾아갔지만
이 고민만큼은 네게 말할 수 없어
언제부턴가 널 보면
살짝 설렜어 난
살짝 설렜어 난 oh nanananana
살짝 설렜어 난 oh nanananana
그럴 일 없지만 살짝 설렜어 난
nonstop nonstop
nonstop nonstop nonstop
그럴 일 없지만 살짝 설렜어 난
nonstop nonstop
nonstop nonstop nonstop
넌 알 리 없지만 살짝 설렜어 난",댄스
"욕을 하도 먹어 체했어 하도
서러워도 어쩌겠어 I do
모두들 미워하느라 애썼네
날 무너뜨리면
밥이 되나

외로워서 어떡해
미움마저 삼켰어
화낼 힘도 없어
여유도 없고
뭐 그리 아니꼬와
가던 길 그냥 가
왜들 그래 서럽게

마리아 마리아
널 위한 말이야
빛나는 밤이야
널 괴롭히지마
오 마리아 널 위한 말이야
뭐 하러 아등바등해
이미 아름다운데

(yeah) Oh na ah ah
(yeah) 널 위한 말이야
(yeah) Oh na ah ah
(yeah) 아름다워 마리아

No frame no fake
지끈 지끈거려
하늘은 하늘색 사는 게 다 뻔해
내가 갈 길은 내가 바꾸지 뭐
위기는 기회로 다 바꾸지 뭐
굳이 우는 꼴이 보고 싶다면
옜다 눈물

외로워서 어떡해
미움마저 삼켰어
화낼 힘도 없어
이유도 없고
마음을 더럽히지마
타락하기엔 아직 일러

마리아 마리아
널 위한 말이야
빛나는 밤이야
널 괴롭히지마
오 마리아 널 위한 말이야
뭐 하러 아등바등해
이미 아름다운데

(yeah) Oh na ah ah
(yeah) 널 위한 말이야
(yeah) Oh na ah ah
(yeah) 아름다워 마리아

마리아 마리아
널 위한 말이야
빛나는 밤이야
널 괴롭히지마
오 마리아 널 위한 말이야
뭐 하러 아등바등해
이미 아름다운데

(yeah) Oh na ah ah
(yeah) 널 위한 말이야
(yeah) 널 위한 말이야",댄스
"예아 호우 예예예
싹쓰리 인더 하우스
커커커커커몬 싹 쓰리 투 렛츠고
나 다시 또 설레어
이렇게 너를 만나서
함께 하고 있는 지금 이 공기가
다시는 널 볼 순 없을 거라고
추억일 뿐이라
서랍 속에 꼭 넣어뒀는데
흐르는 시간 속에서
너와 내 기억은
점점 희미해져만 가
끝난 줄 알았어
지난여름 바닷가
너와 나 단둘이
파도에 취해서 노래하며
같은 꿈을 꾸었지
다시 여기 바닷가
이제는 말하고 싶어
네가 있었기에 내가 더욱 빛나
별이 되었다고
다들 덥다고 막 짜증내
괜찮아 우리 둘은 따뜻해
내게 퐁당 빠져버린 널
이젠 구하러 가지 않을 거야
모래 위 펴펴펴편지를 써
밀물이 밀려와도 못 지워
추억이 될 뻔한 첫 느낌
너랑 다시 한번 받아 보고 싶어
흐르는 시간 속에서
너와 내 기억은
점점 희미해져만 가
끝난 줄 알았어
지난여름 바닷가
너와 나 단둘이
파도에 취해서 노래하며
같은 꿈을 꾸었지
다시 여기 바닷가
이제는 말하고 싶어
네가 있었기에 내가 더욱 빛나
별이 되었다고
시간의 강을 건너
또 맞닿은 너와 나
소중한 사랑을 영원히
간직해줘
지난여름 바닷가
너와 나 단둘이
파도에 취해서 노래하며
같은 꿈을 꾸었지
다시 여기 바닷가
이제는 말하고 싶어
네가 있었기에 내가 더욱 빛나
별이 되었다고",댄스
"oh my god 타이밍이 참 얄미워
오늘 같은 날 마주쳐 이게 뭐야
머리는 엉망인 데다
상태가 말이 아니야
모른 척 지나가 줘
내 맘이 방심할 때마다 불쑥 나타난 뒤
헤엄치듯 멀어지는 너
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
어쩐지 오늘 알람이 안 울려
아무거나 막 입었고 지각이야
아래로 몸을 낮추고 숨을 꾹 참아봤지만
아이쿠 들켰나 봐
내 맘이 방심할 때마다 불쑥 나타난 뒤
헤엄치듯 멀어지는 너
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
이 파도 위 난 온종일 서핑을 하는 느낌
아찔한 feeling 난 솔직히 푹 빠졌지
하지만 이건 secret 또 물보라를 일으켜
갑자기 웃으며 얼굴을 불쑥 다가온 뒤
원을 갈라 하트를 그려
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜
da da da da da da da da da da
da da da da
또 물보라를 일으켜",댄스
"언제부턴가 불쑥
내 습관이 돼버린 너
혹시나 이런 맘이
어쩌면 부담일까
널 주저했어
언제부턴가 점점
내 하루에 스며든 너
아침을 깨우는 네 생각에
어느샌가 거리엔
어둠이 젖어 들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 네가 좋다고
괜히 어색할까
혼자 애만 태우다
끝끝내 망설여왔던 순간
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
언제부턴가 가끔
너와 마주칠 때마다
한참을 머뭇거린
어설픈 손 인사만
오늘 밤도 후회로 잦아들고
취기를 빌려
오늘 너에게 고백할 거야
하루하루 보고 싶다고
괜히 어색할까 혼자 애만 태우다
수없이 연습해왔던 그 말
알잖아 나 무뚝뚝하고
말도 없는 걸
서툰 표현이 쑥스러워서 괜히
쓰다 지울 문자만 바라보다
멋쩍은 쓴웃음만
첫눈을 빌려
오늘은 꼭 고백할 거야
작은 너를 품에 안고서
눈을 마주하고
너무 사랑한다고
함께 하고 싶다고",발라드
"All I wanna be is 멋짐
내 마음대로 골라 kick it
머리 어깨 무릎 다 HIP 해
Do it do it like me do it
나를 따라 해 kick it
Clapping clapping 모두 같이 HIP
I love you 네가 뭐라든 간에
Respect you 네가 뭘 하든 간에
늘 따끈따끈해 그 관심이 따끔따끔해
또 힐끔 힐끔 힐끔
이젠 모든 일이 가뿐해 veteran
성공을 썰어 먹어 마치 michelin
누구보다 빠른 걸음을 걸었네 비시즌
잊은 지도 오래야 뒷걸음
All I wanna be is 멋짐
내 멋대로 골라 kick it
머리 어깨 무릎 다 HIP
삐삐삐 논란이 돼 my fashion
별로 신경 안 써 그저 action
자꾸 click me click me
홀린 듯이 zoom
Close up close up close up
HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP HIP HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP 해 HIP
Attention 어딜 가든 넌
Reflection 빛날 수 있어
세상에 넌 하나뿐인 걸
근데 왜이래 네 얼굴에 침 뱉니 칵투
날 자극한 여러분 감사
거기서 멈춘 찌질이 반사
덕분에 나의 멘탈은 단단해
난 다음 앨범 만들러 갈게
All you wanna be is trendy
어그로 끌기 gimmick 때찌
그런 애들 끼리끼리 HIP
삐삐삐 논란이 돼 my fashion
별로 신경 안 써 그저 action
자꾸 click me click me
홀린 듯이 zoom
Close up close up close up
HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP HIP HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP 해 HIP
코 묻은 티
삐져나온 입
떡진 머리
난 상관없지
코 묻은 티
삐져나온 입
떡진 머리
내가 하면 HIP
코 묻은 티
삐져나온 팬티
떡진 머리
난 상관없지
코 묻은 티
삐져나온 팬티
떡진 머리
내가 하면 HIP
삐삐삐 논란이 돼 my fashion
별로 신경 안 써 그저 action
자꾸 click me click me
홀린 듯이 zoom
Close up close up close up
HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP HIP HIP 해 HIP HIP
머리 어깨 무릎 HIP
HIP HIP HIP HIP 해 HIP",댄스
"이런 말 하기까지가 참 어려워서
그대를 보낼 준비가
되질 않아서
아프고 또 아파서
이젠 무뎌진 걸까
나의 욕심인가 봐
서운한 말을 하는 게
너무 미안했어
그토록 바라고 또
바랬던 서롤 볼 수 없을까 봐
그랬나 봐 내가
헤어지고 나서야 궁금해진 말
우리 왜 헤어져야 해
혹시 내가 잘못 한 게 있다면
한 번 더 내게 기회를 준다면
내가 더 노력할게
네가 싫어하던 행동도
다신 하지 않을게
돌아와 나를 꼭 안아줘
마음이 변한 거라면
솔직했음 해
내가 좀 구차해지면
다 잊혀질까
널 다시 외면하고
지낼 수 있을까
원래 없었던 것처럼 나 정말
나는 헤어지기 싫어
네가 너무 보고파
네가 자꾸 생각나
내게 돌아와 줘
그때 널 붙잡지 못했던
나를 용서한다면
돌아와 나를 꼭 안아줘
많이 사랑하나 봐
비참해진 나지만
이렇게라도 해서 널
다시 만날 수 있게 되면
너무 밉다고 그냥 네게 안겨서
왜 이제서야 돌아왔냐고
울고불고 소리칠 텐데
나는 헤어지기 싫어
하고 싶은 말이 많은데
혼자 두고 가지 말라고
네 손을 붙잡아도
끝을 혼자 정해버리고
왜 날 두고 떠나가
다신 보지도 않을 사람처럼
아직 헤어지기 싫어
네가 아직 좋아서
찢어질 듯 아파와
그런 말 하지 마
내가 잘못 한 게 있다면
내가 미안하다고
제발 날 떠나지 말아 줘",발라드
"다 끝이라고
우리 다신 마주하지 말자
내게 모질게도
대했던 그대에게
처음으로 내뱉은 말
아직 사랑하는데
더는 내 곁에 없단 걸 알아
너 먼저 떠나고
혼자 남겨진 나는
오늘도 한숨만 내쉬며 걷는다
사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어
사랑이란 멜로는 없어
혹시 네가 다시 돌아오면
고백할게
거짓말이라고 보고 싶었다고
우연히라도 마주치길
바래왔었다고
오늘 하루가 참 길어
우리 그렇게 헤어지던 날
애써 웃음을 지었던
내가 참 바보 같죠
그때 널 잡았었다면
지금 달라졌을까
사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어
하루 종일 네 사진을 보고 있으면
다시 돌아가고 싶어
너를 품에 안고 싶어
그날 그대를 놓치지 않았다면
어땠을까
사랑이란 멜로는 없어
사랑이란 멜로는 없어
그렇게 사랑했던 우리가 남이 되는 게
돌아오지 않을 네 뒷모습을 보며
아직 너를 사랑한다고
말하지 못했어
사랑이란 멜로는 없어
혹시 네가 다시 돌아오면
고백할게
거짓말이라고 보고 싶었다고
우연히라도 마주치길
바래왔었다고",발라드
"다 알고 있어
네가 만났던 사람
난 한 번도 이길 수 없었어
성격도 안 맞고
싸운 기억뿐이라며
욕하면서 왜 못 잊는 거야
그 사람이 다 아물 만큼
이젠 내가 두 배로 잘 할 테니까
그만 아파도 돼
괜찮아 반만
난 더도 말고 반만
딱 그 사람의 반만
사랑해주면 돼
미안하지 않아도 돼
아직 네 눈에 보이는 그 사람을
다 모른 척해 줄 테니까
넌 그냥 내게 와주면 돼
가끔 내 앞에서
받지 않는 전화쯤은
얼마든지 참아줄 수 있어
그 사람이 가끔 보여도
내 옆에만 있어주면 괜찮아
이젠 행복해도 돼
괜찮아 반만
난 더도 말고 반만
딱 그 사람의 반만
사랑해주면 돼
미안하지 않아도 돼
아직 네 눈에 보이는 그 사람을
다 모른 척해 줄 테니까
하루만
한 시간만
아니 일 분만
나로 가득 채울 순 없는 걸까
이제 넌 나만
사랑하면 돼 나만
제발 울지 마
다 알아 네 잘못이 아니야
몇 년이 가도 괜찮아
너의 눈에 나만 보일 그날까지
얼마든 기다릴 테니까
가끔 그 사람 생각해도 돼",발라드
"아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 외롭고
꽃이 피고 진 그 자리
끝을 몰랐었던 맘이
깨질 것만 같던 그때 우리 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리 음
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다려 난 오늘도
어쩌다 이렇게 됐지
너무 예뻤잖아 둘이
매일 설레였지 그때 우린 음
시든 꽃에 물을 주듯
싫은 표정조차 없는
결국엔 부서진 여기 우리
다 잊었니 말없이 다 잊었니
사랑한단 말로 날 가둬둔 채로
넌 잊었니 난 잊지 못하나봐
바보처럼 기다린
바보처럼 빈 자릴 붙잡는 나
차라리 다 끝났다고 말해줘
이기적인 그 침묵에 또 나만
바보처럼 미련한
내가 미워
아무말도 아무것도
여전히 넌 여기 없고
널 원하고 널 원해도 난 지쳐가",발라드
"너를 만난 그 이후로
사소한 변화들에 행복해져
눈이 부시게 빛 나는 아침
너를 떠올리며 눈 뜨는 하루
식탁 위에 마주 앉아
너의 하루는 어땠는지 묻거나
나의 하루도 썩 괜찮았어
웃으며 대답해 주고 싶어
별것 아닌 일에 맘이 통할 때면
익숙해진 서로가 놀라웠어
널 사랑해
평온한 지금처럼만
영원하고 싶다고
너를 바라보다 생각했어
너를 만나 참 행복했어
나 이토록 사랑할 수 있었던 건
아직 어리고 모자란 내 맘
따뜻한 이해로 다 안아줘서
무심한 말투에 서로 아플 때면
차가워진 사이가
견딜 수 없어 미안해
불안한 지금이라도
영원하고 싶다고
너를 바라보다 생각했어
너를 만나 참 행복했어
나 이토록 사랑할 수 있었던 건
아직 어리고 모자란 내 맘
따뜻한 이해로 다 안아줘서
뜨거웠던 여름 지나
그리워질 빗소리에
하나 둘 수줍어 또 얼굴 붉히면
생각이 많아진
너의 눈에 입 맞출 테니
우리 함께 걸어가기로 해
나를 만나 너도 행복하니
못 해준 게 더 많아서 미안해
이기적이고 불안한 내가
너에게만은 잘하고 싶었어
오랫동안 나 기다려온
완벽한 사랑을 찾은 것 같아
날 잡아줘서 힘이 돼줘서
소중한 배려로 날 안아줘서
너를 만나",발라드
